name	loc	city	state	news_wiki	city_wiki	lat	long	url	robots_url	robots_sitemap_urls	sitemap_url1	sitemap_url2	sitemap_url3	sitemap_url_template1	sitemap_url_template2																																																																																																																																																																																																									
Grand Rapids Press	Grand Rapids, Michigan	Grand Rapids	Michigan	https://en.wikipedia.org/wiki/Grand_Rapids_Press	https://en.wikipedia.org/wiki/Grand_Rapids,_Michigan	42deg57'40''N	85deg39'20''W	/wiki/OregonLive.com		[]																																																																																																																																																																																																														
News & Record	Greensboro, North Carolina	Greensboro	North Carolina	https://en.wikipedia.org/wiki/News_%26_Record	https://en.wikipedia.org/wiki/Greensboro,_North_Carolina	36deg4'48''N	79deg49'10''W	http://www.greensboro.com	http://www.greensboro.com/robots.txt	['https://www.greensboro.com/sitemap.xml', 'https://www.greensboro.com/tncms/sitemap/editorial.xml']	https://www.greensboro.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Carolina Peacemaker	Greensboro, North Carolina	Greensboro	North Carolina	https://en.wikipedia.org/wiki/Carolina_Peacemaker	https://en.wikipedia.org/wiki/Greensboro,_North_Carolina	36deg4'48''N	79deg49'10''W	http://www.peacemakeronline.com	http://www.peacemakeronline.com/robots.txt	[]																																																																																																																																																																																																														
Rhino Times	Greensboro, North Carolina	Greensboro	North Carolina	https://en.wikipedia.org/wiki/Rhino_Times	https://en.wikipedia.org/wiki/Greensboro,_North_Carolina	36deg4'48''N	79deg49'10''W	http://www.rhinotimes.com	http://www.rhinotimes.com/robots.txt	[]																																																																																																																																																																																																														
Yes! Weekly	Greensboro, North Carolina	Greensboro	North Carolina	https://en.wikipedia.org/wiki/Yes!_Weekly	https://en.wikipedia.org/wiki/Greensboro,_North_Carolina	36deg4'48''N	79deg49'10''W	http://yesweekly.com/	http://yesweekly.com/robots.txt	['https://www.yesweekly.com/sitemap.xml']	https://www.yesweekly.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Hartford Courant	Hartford, Connecticut	Hartford	Connecticut	https://en.wikipedia.org/wiki/Hartford_Courant	https://en.wikipedia.org/wiki/Hartford,_Connecticut	41deg45'45''N	72deg40'27''W	http://www.courant.com	http://www.courant.com/robots.txt	['https://www.courant.com/arcio/sitemap-index/']	https://www.courant.com/arcio/news-sitemap/	https://www.courant.com/arcio/sitemap/	https://www.courant.com/arcio/sitemap/?from=100																																																																																																																																																																																																											
High Point Enterprise	High Point, North Carolina	High Point	North Carolina	https://en.wikipedia.org/wiki/High_Point_Enterprise	https://en.wikipedia.org/wiki/High_Point,_North_Carolina	35deg58'14''N	79deg59'51''W	http://www.hpenews.com	http://www.hpenews.com/robots.txt	[]																																																																																																																																																																																																														
Honolulu Star-Advertiser	Honolulu, Hawaii	Honolulu	Hawaii	https://en.wikipedia.org/wiki/Honolulu_Star-Advertiser	https://en.wikipedia.org/wiki/Honolulu,_Hawaii	21deg18'25''N	157deg51'30''W	http://www.staradvertiser.com/	http://www.staradvertiser.com/robots.txt	[]																																																																																																																																																																																																														
Houston Chronicle	Houston, Texas	Houston	Texas	https://en.wikipedia.org/wiki/Houston_Chronicle	https://en.wikipedia.org/wiki/Houston,_Texas	29deg45'46''N	95deg22'59''W	http://HoustonChronicle.com/	http://houstonchronicle.com/robots.txt	['https://www.houstonchronicle.com/sitemap.xml', 'https://www.houstonchronicle.com/sitemap_news.xml']	https://www.houstonchronicle.com/sitemap/news/local.xml	https://www.houstonchronicle.com/sitemap/15160000-15165000.xml																																																																																																																																																																																																												
Houston Press	Houston, Texas	Houston	Texas	https://en.wikipedia.org/wiki/Houston_Press	https://en.wikipedia.org/wiki/Houston,_Texas	29deg45'46''N	95deg22'59''W	http://houstonpress.com	http://houstonpress.com/robots.txt	['http://www.houstonpress.com/sitemap']	https://www.houstonpress.com/sitemap/content/1																																																																																																																																																																																																													
The Indianapolis Star	Indianapolis, Indiana	Indianapolis	Indiana	https://en.wikipedia.org/wiki/The_Indianapolis_Star	https://en.wikipedia.org/wiki/Indianapolis,_Indiana	39deg46'07''N	86deg09'29''W	http://www.indystar.com	http://www.indystar.com/robots.txt	['https://www.indystar.com/news-sitemap.xml', 'https://www.indystar.com/web-sitemap-index.xml', 'https://www.indystar.com/video-sitemap-index.xml']	https://www.indystar.com/news-sitemap.xml	https://www.gannett-cdn.com/sitemaps/PIND/video/video-sitemap-2020-03.xml			https://www.gannett-cdn.com/sitemaps/PIND/video/video-sitemap-%Y-%m.xml																																																																																																																																																																																																									
The Florida Times-Union	Jacksonville, Florida	Jacksonville	Florida	https://en.wikipedia.org/wiki/The_Florida_Times-Union	https://en.wikipedia.org/wiki/Jacksonville,_Florida	30deg20'13''N	81deg39'41''W	http://jacksonville.com	http://jacksonville.com/robots.txt	['http://jacksonville.com/section/google-news-sitemap', 'http://jacksonville.com/section/google-recent-sitemap-index', 'http://jacksonville.com/section/google-sitemap-index', 'http://jacksonville.com/section/google-gal-sitemap-index', 'http://jacksonville.com/section/google-zz-sitemap-index']	https://www.jacksonville.com/section/google-news-sitemap																																																																																																																																																																																																													
Kansas City Star	Kansas City, Missouri	Kansas City	Missouri	https://en.wikipedia.org/wiki/Kansas_City_Star	https://en.wikipedia.org/wiki/Kansas_City,_Missouri	39deg05'59''N	94deg34'42''W	http://www.kansascity.com	http://www.kansascity.com/robots.txt	['https://www.kansascity.com/sitemap/story/update.xml', 'https://www.kansascity.com/sitemap/story/archive.xml', 'https://www.kansascity.com/sitemap/story/googlenews.xml', 'https://www.kansascity.com/sitemap/blogpost/update.xml', 'https://www.kansascity.com/sitemap/blogpost/archive.xml', 'https://www.kansascity.com/sitemap/blogpost/googlenews.xml', 'https://www.kansascity.com/sitemap/video/update.xml', 'https://www.kansascity.com/sitemap/video/archive.xml', 'https://www.kansascity.com/sitemap/update/sections.xml', 'https://www.kansascity.com/sitemap/archive/sections.xml']	https://www.kansascity.com/sitemap/story/googlenews.xml	https://www.kansascity.com/sitemap/story/update.xml																																																																																																																																																																																																												
Knoxville News Sentinel	Knoxville, Tennessee	Knoxville	Tennessee	https://en.wikipedia.org/wiki/Knoxville_News_Sentinel	https://en.wikipedia.org/wiki/Knoxville,_Tennessee	35deg57'42''N	83deg55'24''W	https://www.knoxnews.com/	https://www.knoxnews.com/robots.txt	['https://www.knoxnews.com/news-sitemap.xml', 'https://www.knoxnews.com/web-sitemap-index.xml', 'https://www.knoxnews.com/video-sitemap-index.xml']																																																																																																																																																																																																														
Lexington Herald-Leader	Lexington, Kentucky	Lexington	Kentucky	https://en.wikipedia.org/wiki/Lexington_Herald-Leader	https://en.wikipedia.org/wiki/Lexington,_Kentucky	38deg01'47''N	84deg29'41''W	http://www.kentucky.com/	http://www.kentucky.com/robots.txt	['https://www.kentucky.com/sitemap/story/update.xml', 'https://www.kentucky.com/sitemap/story/archive.xml', 'https://www.kentucky.com/sitemap/story/googlenews.xml', 'https://www.kentucky.com/sitemap/blogpost/update.xml', 'https://www.kentucky.com/sitemap/blogpost/archive.xml', 'https://www.kentucky.com/sitemap/blogpost/googlenews.xml', 'https://www.kentucky.com/sitemap/video/update.xml', 'https://www.kentucky.com/sitemap/video/archive.xml', 'https://www.kentucky.com/sitemap/update/sections.xml', 'https://www.kentucky.com/sitemap/archive/sections.xml']	https://www.kentucky.com/sitemap/story/googlenews.xml	https://www.kentucky.com/sitemap/story/update.xml																																																																																																																																																																																																												
Arkansas Democrat-Gazette	Little Rock, Arkansas	Little Rock	Arkansas	https://en.wikipedia.org/wiki/Arkansas_Democrat-Gazette	https://en.wikipedia.org/wiki/Little_Rock,_Arkansas	34deg44'10''N	92deg19'52''W	http://www.arkansasonline.com/	http://www.arkansasonline.com/robots.txt	[]																																																																																																																																																																																																														
Daily Breeze	Los Angeles, California	Los Angeles	California	https://en.wikipedia.org/wiki/Daily_Breeze	https://en.wikipedia.org/wiki/Los_Angeles,_California	34deg03'N	118deg15'W	http://dailybreeze.com	http://dailybreeze.com/robots.txt	['https://www.dailybreeze.com/sitemap.xml']	https://www.dailybreeze.com/sitemap.xml?yyyy=2020&mm=03&dd=29				https://www.dailybreeze.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
The Courier-Journal	Louisville, Kentucky	Louisville	Kentucky	https://en.wikipedia.org/wiki/The_Courier-Journal	https://en.wikipedia.org/wiki/Louisville,_Kentucky	38deg13.52'N	85deg44.5'W	https://courier-journal.com/	https://courier-journal.com/robots.txt	['https://www.courier-journal.com/news-sitemap.xml', 'https://www.courier-journal.com/web-sitemap-index.xml', 'https://www.courier-journal.com/video-sitemap-index.xml']	https://www.courier-journal.com/news-sitemap.xml			https://www.gannett-cdn.com/sitemaps/PLOU/web/web-sitemap-%Y-%m.xml																																																																																																																																																																																																										
The Telegraph	Macon, Georgia	Macon	Georgia	https://en.wikipedia.org/wiki/The_Telegraph_(Macon)	https://en.wikipedia.org/wiki/Macon,_Georgia	32deg50'5''N	83deg39'6''W	http://www.macon.com/	http://www.macon.com/robots.txt	['https://www.macon.com/sitemap/story/update.xml', 'https://www.macon.com/sitemap/story/archive.xml', 'https://www.macon.com/sitemap/story/googlenews.xml', 'https://www.macon.com/sitemap/blogpost/update.xml', 'https://www.macon.com/sitemap/blogpost/archive.xml', 'https://www.macon.com/sitemap/blogpost/googlenews.xml', 'https://www.macon.com/sitemap/video/update.xml', 'https://www.macon.com/sitemap/video/archive.xml', 'https://www.macon.com/sitemap/update/sections.xml', 'https://www.macon.com/sitemap/archive/sections.xml']	https://www.macon.com/sitemap/story/googlenews.xml	https://www.macon.com/sitemap/story/update.xml																																																																																																																																																																																																												
Wisconsin State Journal	Madison, Wisconsin	Madison	Wisconsin	https://en.wikipedia.org/wiki/Wisconsin_State_Journal	https://en.wikipedia.org/wiki/Madison,_Wisconsin	43deg4'N	89deg24'W	http://host.madison.com/wsj/	http://host.madison.com/robots.txt	['https://madison.com/sitemap.xml']																																																																																																																																																																																																														
The Capital Times	Madison, Wisconsin	Madison	Wisconsin	https://en.wikipedia.org/wiki/The_Capital_Times	https://en.wikipedia.org/wiki/Madison,_Wisconsin	43deg4'N	89deg24'W	http://www.madison.com/tct/	http://www.madison.com/robots.txt	['https://madison.com/sitemap.xml']	https://madison.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Isthmus	Madison, Wisconsin	Madison	Wisconsin	https://en.wikipedia.org/wiki/Isthmus_(newspaper)	https://en.wikipedia.org/wiki/Madison,_Wisconsin	43deg4'N	89deg24'W	http://www.isthmus.com	http://www.isthmus.com/robots.txt	['https://isthmus.com/sitemap.xml', 'https://isthmus.com/sitemap_news.xml']	https://isthmus.com/sitemap_news.xml																																																																																																																																																																																																													
New Hampshire Union Leader	Manchester, New Hampshire	Manchester	New Hampshire	https://en.wikipedia.org/wiki/New_Hampshire_Union_Leader	https://en.wikipedia.org/wiki/Manchester,_New_Hampshire	42deg59'27''N	71deg27'49''W	http://unionleader.com/	http://unionleader.com/robots.txt	['https://www.unionleader.com/sitemap.xml']	http://www.unionleader.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
The Commercial Appeal	Memphis, Tennessee	Memphis	Tennessee	https://en.wikipedia.org/wiki/The_Commercial_Appeal	https://en.wikipedia.org/wiki/Memphis,_Tennessee	35deg07'03''N	89deg58'16''W	http://commercialappeal.com	http://commercialappeal.com/robots.txt	['https://www.commercialappeal.com/news-sitemap.xml', 'https://www.commercialappeal.com/web-sitemap-index.xml', 'https://www.commercialappeal.com/video-sitemap-index.xml']	https://www.commercialappeal.com/news-sitemap.xml																																																																																																																																																																																																													
The Miami Herald	Miami, Florida	Miami	Florida	https://en.wikipedia.org/wiki/The_Miami_Herald	https://en.wikipedia.org/wiki/Miami,_Florida	25deg46'31''N	80deg12'32''W	http://miamiherald.com	http://miamiherald.com/robots.txt	['https://www.miamiherald.com/sitemap/story/update.xml', 'https://www.miamiherald.com/sitemap/story/archive.xml', 'https://www.miamiherald.com/sitemap/story/googlenews.xml', 'https://www.miamiherald.com/sitemap/blogpost/update.xml', 'https://www.miamiherald.com/sitemap/blogpost/archive.xml', 'https://www.miamiherald.com/sitemap/blogpost/googlenews.xml', 'https://www.miamiherald.com/sitemap/video/update.xml', 'https://www.miamiherald.com/sitemap/video/archive.xml', 'https://www.miamiherald.com/sitemap/update/sections.xml', 'https://www.miamiherald.com/sitemap/archive/sections.xml']	https://www.miamiherald.com/sitemap/story/googlenews.xml																																																																																																																																																																																																													
South Florida Sun-Sentinel	Miami, Florida	Miami	Florida	https://en.wikipedia.org/wiki/Sun-Sentinel	https://en.wikipedia.org/wiki/Miami,_Florida	25deg46'31''N	80deg12'32''W	http://www.sun-sentinel.com/	http://www.sun-sentinel.com/robots.txt	['https://www.sun-sentinel.com/arcio/sitemap-index/']	https://www.sun-sentinel.com/arcio/news-sitemap/																																																																																																																																																																																																													
Milwaukee Journal Sentinel	Milwaukee, Wisconsin	Milwaukee	Wisconsin	https://en.wikipedia.org/wiki/Milwaukee_Journal_Sentinel	https://en.wikipedia.org/wiki/Milwaukee,_Wisconsin	43deg03'N	87deg57'W	http://www.jsonline.com/	http://www.jsonline.com/robots.txt	['https://www.jsonline.com/news-sitemap.xml', 'https://www.jsonline.com/web-sitemap-index.xml', 'https://www.jsonline.com/video-sitemap-index.xml']	https://www.jsonline.com/news-sitemap.xml																																																																																																																																																																																																													
Shepherd Express	Milwaukee, Wisconsin	Milwaukee	Wisconsin	https://en.wikipedia.org/wiki/Shepherd_Express	https://en.wikipedia.org/wiki/Milwaukee,_Wisconsin	43deg03'N	87deg57'W	http://www.shepherdexpress.com/	http://www.shepherdexpress.com/robots.txt	['https://shepherdexpress.com/sitemap.xml', 'https://shepherdexpress.com/sitemap_news.xml', 'https://shepherdexpress.com/cs_events_sitemap.xml']	https://shepherdexpress.com/sitemap_news.xml																																																																																																																																																																																																													
The Catholic Spirit	Minneapolis-St. Paul, Minnesota	Minneapolis-St. Paul	Minnesota	https://en.wikipedia.org/wiki/The_Catholic_Spirit	https://en.wikipedia.org/wiki/Minneapolis-St._Paul,_Minnesota	44deg57'N	93deg12'W	http://thecatholicspirit.com	http://thecatholicspirit.com/robots.txt	[]																																																																																																																																																																																																														
St. Paul Pioneer Press	Minneapolis-St. Paul, Minnesota	Minneapolis-St. Paul	Minnesota	https://en.wikipedia.org/wiki/St._Paul_Pioneer_Press	https://en.wikipedia.org/wiki/Minneapolis-St._Paul,_Minnesota	44deg57'N	93deg12'W	https://www.twincities.com/	https://www.twincities.com/robots.txt	['https://www.twincities.com/sitemap.xml']					https://www.twincities.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
The Daily News Journal	Murfreesboro, Tennessee	Murfreesboro	Tennessee	https://en.wikipedia.org/wiki/The_Daily_News_Journal	https://en.wikipedia.org/wiki/Murfreesboro,_Tennessee	35deg50'46''N	86deg23'31''W	http://www.dnj.com	http://www.dnj.com/robots.txt	['https://www.dnj.com/news-sitemap.xml', 'https://www.dnj.com/web-sitemap-index.xml', 'https://www.dnj.com/video-sitemap-index.xml']	https://www.dnj.com/news-sitemap.xml				https://www.gannett-cdn.com/sitemaps/PMUR/web/web-sitemap-%Y-%m.xml																																																																																																																																																																																																									
The Tennessean	Nashville, Tennessee	Nashville	Tennessee	https://en.wikipedia.org/wiki/The_Tennessean	https://en.wikipedia.org/wiki/Nashville,_Tennessee	36deg10'00''N	86deg47'00''W	/wiki/MMAjunkie.com		[]																																																																																																																																																																																																														
Gambit Weekly	New Orleans, Louisiana	New Orleans	Louisiana	https://en.wikipedia.org/wiki/Gambit_Weekly	https://en.wikipedia.org/wiki/New_Orleans,_Louisiana	29deg57'N	90deg05'W	http://bestofneworleans.com/	http://bestofneworleans.com/robots.txt	[]																																																																																																																																																																																																														
Louisiana Weekly	New Orleans, Louisiana	New Orleans	Louisiana	https://en.wikipedia.org/wiki/Louisiana_Weekly	https://en.wikipedia.org/wiki/New_Orleans,_Louisiana	29deg57'N	90deg05'W	http://www.louisianaweekly.com	http://www.louisianaweekly.com/robots.txt	[]																																																																																																																																																																																																														
The Times-Picayune | The New Orleans Advocate	New Orleans, Louisiana	New Orleans	Louisiana	https://en.wikipedia.org/wiki/The_Times-Picayune/The_New_Orleans_Advocate	https://en.wikipedia.org/wiki/New_Orleans,_Louisiana	29deg57'N	90deg05'W	https://www.nola.com/	https://www.nola.com/robots.txt	['https://www.nola.com/sitemap.xml']																																																																																																																																																																																																														
Newsday	New York City, New York	New York City	New York	https://en.wikipedia.org/wiki/Newsday	https://en.wikipedia.org/wiki/New_York_City,_New_York	40deg39'40''N	73deg56'38''W	http://www.newsday.com	http://www.newsday.com/robots.txt	['https://www.newsday.com/xml/sitemaps', 'https://www.newsday.com/xml/sitemaps?type=imagegallery', 'https://www.newsday.com/xml/sitemaps?type=fronts', 'https://projects.newsday.com/sitemap_index.xml', 'https://projects.newsday.com/voters-guide/sitemap.xml', 'https://projects.newsday.com/schools/sitemap.xml', 'https://projects.newsday.com/payrolls/sitemap_index.xml', 'https://www.newsday.com/xml/newsday-sitemap-7.4670280']					https://www.newsday.com/xml/sitemaps?type=article&year=%Y&month=%m																																																																																																																																																																																																									
The Star-Ledger	Newark, New Jersey	Newark	New Jersey	https://en.wikipedia.org/wiki/The_Star-Ledger	https://en.wikipedia.org/wiki/Newark,_New_Jersey	40deg43'N	74deg10'W	https://www.nj.com/starledger/	https://www.nj.com/robots.txt	['https://www.nj.com/arcio/news-sitemap/', 'https://www.nj.com/sitemap2.xml']	https://www.nj.com/arcio/news-sitemap/',																																																																																																																																																																																																													
Daily Press	Newport News, Virginia	Newport News	Virginia	https://en.wikipedia.org/wiki/Daily_Press_(Virginia)	https://en.wikipedia.org/wiki/Newport_News,_Virginia	37deg4'15''N	76deg29'4''W	http://dailypress.com	http://dailypress.com/robots.txt	['https://www.dailypress.com/arcio/sitemap-index/']	https://www.dailypress.com/arcio/news-sitemap/																																																																																																																																																																																																													
The Virginian-Pilot	Norfolk, Virginia	Norfolk	Virginia	https://en.wikipedia.org/wiki/The_Virginian-Pilot	https://en.wikipedia.org/wiki/Norfolk,_Virginia	36deg55'N	76deg12'W	https://www.pilotonline.com/	https://www.pilotonline.com/robots.txt	['https://www.pilotonline.com/arcio/sitemap-index/']	https://www.pilotonline.com/arcio/news-sitemap/																																																																																																																																																																																																													
The Oklahoma Gazette	Oklahoma City, Oklahoma	Oklahoma City	Oklahoma	https://en.wikipedia.org/wiki/The_Oklahoma_Gazette	https://en.wikipedia.org/wiki/Oklahoma_City,_Oklahoma	35deg28'7''N	97deg31'17''W	http://okgazette.com/	http://okgazette.com/robots.txt	['https://www.okgazette.com/oklahoma/Sitemap.xml']	https://www.okgazette.com/oklahoma/Sitemap.xml?id=News																																																																																																																																																																																																													
The Oklahoman	Oklahoma City, Oklahoma	Oklahoma City	Oklahoma	https://en.wikipedia.org/wiki/The_Oklahoman	https://en.wikipedia.org/wiki/Oklahoma_City,_Oklahoma	35deg28'7''N	97deg31'17''W	http://www.oklahoman.com	http://www.oklahoman.com/robots.txt	[]																																																																																																																																																																																																														
Omaha World-Herald	Omaha, Nebraska	Omaha	Nebraska	https://en.wikipedia.org/wiki/Omaha_World-Herald	https://en.wikipedia.org/wiki/Omaha,_Nebraska	41deg15'N	96deg0'W	http://omaha.com	http://omaha.com/robots.txt	['https://www.omaha.com/sitemap.xml', 'https://www.omaha.com/tncms/sitemap/editorial.xml']	https://www.omaha.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
The Philadelphia Inquirer	Philadelphia, Pennsylvania	Philadelphia	Pennsylvania	https://en.wikipedia.org/wiki/The_Philadelphia_Inquirer	https://en.wikipedia.org/wiki/Philadelphia,_Pennsylvania	39deg57'10''N	75deg09'49''W	http://www.inquirer.com	http://www.inquirer.com/robots.txt	['https://www.inquirer.com/sitemaps/48hour-news-sitemap-i.xml', 'https://www.inquirer.com/sitemaps/current-month-sitemap-i.xml', 'https://www.inquirer.com/sitemaps/archive-sitemap-index-i.xml']	https://www.inquirer.com/sitemaps/current-month-sitemap-i.xml																																																																																																																																																																																																													
The Arizona Republic	Phoenix, Arizona	Phoenix	Arizona	https://en.wikipedia.org/wiki/The_Arizona_Republic	https://en.wikipedia.org/wiki/Phoenix,_Arizona	33deg27'N	112deg04'W	http://www.azcentral.com	http://www.azcentral.com/robots.txt	['https://www.azcentral.com/news-sitemap.xml', 'https://www.azcentral.com/web-sitemap-index.xml', 'https://www.azcentral.com/video-sitemap-index.xml']	https://www.azcentral.com/news-sitemap.xml'																																																																																																																																																																																																													
Pittsburgh Post-Gazette	Pittsburgh, Pennsylvania	Pittsburgh	Pennsylvania	https://en.wikipedia.org/wiki/Pittsburgh_Post-Gazette	https://en.wikipedia.org/wiki/Pittsburgh,_Pennsylvania	40deg26'23''N	79deg58'35''W	http://www.post-gazette.com	http://www.post-gazette.com/robots.txt	['https://www.post-gazette.com/sitemaps/ssl/news-sitemap.xml', 'https://www.post-gazette.com/sitemaps/ssl/sitemap.xml']	https://www.post-gazette.com/sitemaps/ssl/news-sitemap.xml																																																																																																																																																																																																													
Pittsburgh Tribune-Review	Pittsburgh, Pennsylvania	Pittsburgh	Pennsylvania	https://en.wikipedia.org/wiki/Pittsburgh_Tribune-Review	https://en.wikipedia.org/wiki/Pittsburgh,_Pennsylvania	40deg26'23''N	79deg58'35''W	http://www.triblive.com	http://www.triblive.com/robots.txt	['https://triblive.com/sitemap.xml']	https://triblive.com/sitemap-pt-post-2020-04.xml																																																																																																																																																																																																													
The Oregonian	Portland, Oregon	Portland	Oregon	https://en.wikipedia.org/wiki/The_Oregonian	https://en.wikipedia.org/wiki/Portland,_Oregon	45deg31'12''N	122deg40'55''W	http://www.oregonlive.com/	http://www.oregonlive.com/robots.txt	['https://www.oregonlive.com/arcio/news-sitemap/']	https://www.oregonlive.com/arcio/news-sitemap/																																																																																																																																																																																																													
The Portland Tribune	Portland, Oregon	Portland	Oregon	https://en.wikipedia.org/wiki/The_Portland_Tribune	https://en.wikipedia.org/wiki/Portland,_Oregon	45deg31'12''N	122deg40'55''W	http://portlandtribune.com	http://portlandtribune.com/robots.txt	[]																																																																																																																																																																																																														
Willamette Week	Portland, Oregon	Portland	Oregon	https://en.wikipedia.org/wiki/Willamette_Week	https://en.wikipedia.org/wiki/Portland,_Oregon	45deg31'12''N	122deg40'55''W	http://wweek.com	http://wweek.com/robots.txt	['https://www.wweek.com/arcio/sitemap/', 'https://www.wweek.com/arcio/news-sitemap/', 'https://www.wweek.com/web-sitemap-index.xml', 'https://www.wweek.com/news-sitemap-index.xml']	https://www.wweek.com/arcio/news-sitemap																																																																																																																																																																																																													
The Providence Journal	Providence, Rhode Island	Providence	Rhode Island	https://en.wikipedia.org/wiki/The_Providence_Journal	https://en.wikipedia.org/wiki/Providence,_Rhode_Island	41deg49'25''N	71deg25'20''W	http://www.providencejournal.com/	http://www.providencejournal.com/robots.txt	['http://www.providencejournal.com/section/google-news-sitemap', 'http://www.providencejournal.com/section/google-recent-sitemap-index', 'http://www.providencejournal.com/section/google-sitemap-index', 'http://www.providencejournal.com/section/google-gal-sitemap-index', 'http://www.providencejournal.com/section/google-zz-sitemap-index']	https://www.providencejournal.com/section/google-recent-sitemap																																																																																																																																																																																																													
Indy Week	Raleigh, North Carolina	Raleigh	North Carolina	https://en.wikipedia.org/wiki/Indy_Week	https://en.wikipedia.org/wiki/Raleigh,_North_Carolina	35deg46'N	78deg38'W	http://www.indyweek.com	http://www.indyweek.com/robots.txt	['https://indyweek.com/sitemap.xml', 'https://indyweek.com/sitemap_news.xml']	https://indyweek.com/sitemap_news.xml																																																																																																																																																																																																													
The News & Observer	Raleigh, North Carolina	Raleigh	North Carolina	https://en.wikipedia.org/wiki/The_News_%26_Observer	https://en.wikipedia.org/wiki/Raleigh,_North_Carolina	35deg46'N	78deg38'W	https://www.newsobserver.com/	https://www.newsobserver.com/robots.txt	['https://www.newsobserver.com/sitemap/story/update.xml', 'https://www.newsobserver.com/sitemap/story/archive.xml', 'https://www.newsobserver.com/sitemap/story/googlenews.xml', 'https://www.newsobserver.com/sitemap/blogpost/update.xml', 'https://www.newsobserver.com/sitemap/blogpost/archive.xml', 'https://www.newsobserver.com/sitemap/blogpost/googlenews.xml', 'https://www.newsobserver.com/sitemap/video/update.xml', 'https://www.newsobserver.com/sitemap/video/archive.xml', 'https://www.newsobserver.com/sitemap/update/sections.xml', 'https://www.newsobserver.com/sitemap/archive/sections.xml']	https://www.newsobserver.com/sitemap/story/googlenews.xml																																																																																																																																																																																																													
Triangle Downtowner Magazine	Raleigh, North Carolina	Raleigh	North Carolina	https://en.wikipedia.org/wiki/Triangle_Downtowner_Magazine	https://en.wikipedia.org/wiki/Raleigh,_North_Carolina	35deg46'N	78deg38'W	http://www.WeLoveDowntown.com	http://www.welovedowntown.com/robots.txt	[]																																																																																																																																																																																																														
Richmond Times-Dispatch	Richmond, Virginia	Richmond	Virginia	https://en.wikipedia.org/wiki/Richmond_Times-Dispatch	https://en.wikipedia.org/wiki/Richmond,_Virginia	37deg32'N	77deg28'W	http://www.richmond.com/	http://www.richmond.com/robots.txt	['https://www.richmond.com/sitemap.xml']	https://www.richmond.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
The Roanoke Times	Roanoke, Virginia	Roanoke	Virginia	https://en.wikipedia.org/wiki/The_Roanoke_Times	https://en.wikipedia.org/wiki/Roanoke,_Virginia	37deg16'15''N	79deg56'30''W	http://www.roanoke.com/	http://www.roanoke.com/robots.txt	['https://www.roanoke.com/sitemap.xml']	https://www.roanoke.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Post-Bulletin	Rochester, Minnesota	Rochester	Minnesota	https://en.wikipedia.org/wiki/Post-Bulletin	https://en.wikipedia.org/wiki/Rochester,_Minnesota	44deg1'24.24''N	92deg27'46.62''W	http://www.postbulletin.com/	http://www.postbulletin.com/robots.txt	['https://www.postbulletin.com/sitemap.xml']	https://www.postbulletin.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Rochester Democrat and Chronicle	Rochester, New York	Rochester	New York	https://en.wikipedia.org/wiki/Rochester_Democrat_and_Chronicle	https://en.wikipedia.org/wiki/Rochester,_New_York	43deg9'56''N	77deg36'41''W	https://www.democratandchronicle.com/	https://www.democratandchronicle.com/robots.txt	['https://www.democratandchronicle.com/news-sitemap.xml', 'https://www.democratandchronicle.com/web-sitemap-index.xml', 'https://www.democratandchronicle.com/video-sitemap-index.xml']				https://www.gannett-cdn.com/sitemaps/PROC/web/web-sitemap-%Y-%m.xml																																																																																																																																																																																																										
The Sacramento Bee	Sacramento, California	Sacramento	California	https://en.wikipedia.org/wiki/The_Sacramento_Bee	https://en.wikipedia.org/wiki/Sacramento,_California	38deg34'54''N	121deg29'40''W	http://sacbee.com/	http://sacbee.com/robots.txt	['https://www.sacbee.com/sitemap/story/update.xml', 'https://www.sacbee.com/sitemap/story/archive.xml', 'https://www.sacbee.com/sitemap/story/googlenews.xml', 'https://www.sacbee.com/sitemap/blogpost/update.xml', 'https://www.sacbee.com/sitemap/blogpost/archive.xml', 'https://www.sacbee.com/sitemap/blogpost/googlenews.xml', 'https://www.sacbee.com/sitemap/video/update.xml', 'https://www.sacbee.com/sitemap/video/archive.xml', 'https://www.sacbee.com/sitemap/update/sections.xml', 'https://www.sacbee.com/sitemap/archive/sections.xml']	https://www.sacbee.com/sitemap/story/googlenews.xml																																																																																																																																																																																																													
