name	loc	city	state	news_wiki	city_wiki	lat	long	url	robots_url	robots_sitemap_urls	sitemap_url1	sitemap_url2	sitemap_url3	sitemap_url_template1	sitemap_url_template2																																																																																																																																																																																																									
St. Louis Post-Dispatch	St. Louis, Missouri	St. Louis	Missouri	https://en.wikipedia.org/wiki/St._Louis_Post-Dispatch	https://en.wikipedia.org/wiki/St._Louis,_Missouri	38deg37'38''N	90deg11'52''W	http://www.stltoday.com	http://www.stltoday.com/robots.txt	['https://www.stltoday.com/sitemap.xml']	https://www.stltoday.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Deseret Morning News	Salt Lake City, Utah	Salt Lake City	Utah	https://en.wikipedia.org/wiki/Deseret_Morning_News	https://en.wikipedia.org/wiki/Salt_Lake_City,_Utah	40deg45'39''N	111deg53'28''W	http://www.deseret.com/	http://www.deseret.com/robots.txt	['https://www.deseret.com/sitemaps', 'https://www.deseret.com/sitemaps/authors', 'https://www.deseret.com/sitemaps/groups', 'https://www.deseret.com/sitemaps/videos', 'https://www.deseret.com/sitemaps/google_news']	https://www.deseret.com/sitemaps/google_news																																																																																																																																																																																																													
The Salt Lake Tribune	Salt Lake City, Utah	Salt Lake City	Utah	https://en.wikipedia.org/wiki/The_Salt_Lake_Tribune	https://en.wikipedia.org/wiki/Salt_Lake_City,_Utah	40deg45'39''N	111deg53'28''W	http://www.sltrib.com/	http://www.sltrib.com/robots.txt	['https://www.sltrib.com/arcio/sitemap/']	https://www.sltrib.com/arcio/news-sitemap/																																																																																																																																																																																																													
San Antonio Express-News	San Antonio, Texas	San Antonio	Texas	https://en.wikipedia.org/wiki/San_Antonio_Express-News	https://en.wikipedia.org/wiki/San_Antonio,_Texas	29deg25'30''N	98deg29'38''W	http://expressnews.com	http://expressnews.com/robots.txt	['https://www.expressnews.com/sitemap.xml', 'https://www.expressnews.com/sitemap_news.xml']	https://www.expressnews.com/sitemap/news/local.xml																																																																																																																																																																																																													
The San Diego Union-Tribune	San Diego, California	San Diego	California	https://en.wikipedia.org/wiki/The_San_Diego_Union-Tribune	https://en.wikipedia.org/wiki/San_Diego,_California	32deg42'54''N	117deg09'45''W	http://sandiegouniontribune.com	http://sandiegouniontribune.com/robots.txt	['https://www.sandiegouniontribune.com/sitemap.xml', 'https://www.sandiegouniontribune.com/news-sitemap.xml']	https://www.sandiegouniontribune.com/news-sitemap-content.xml	https://www.sandiegouniontribune.com/news-sitemap-latest.xml																																																																																																																																																																																																												
San Jose Mercury News	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.mercurynews.com/	https://www.mercurynews.com/robots.txt	['https://www.mercurynews.com/sitemap.xml']				https://www.mercurynews.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																										
Puerto Rico Daily Sun	San Juan, Puerto Rico	San Juan	Puerto Rico	https://en.wikipedia.org/wiki/Puerto_Rico_Daily_Sun	https://en.wikipedia.org/wiki/San_Juan,_Puerto_Rico	18deg24'23''N	66deg3'50''W	https://web.archive.org/web/20111113090031/http://www.prdailysun.com/?	https://web.archive.org/robots.txt	[]																																																																																																																																																																																																														
Savannah Morning News	Savannah, Georgia	Savannah	Georgia	https://en.wikipedia.org/wiki/Savannah_Morning_News	https://en.wikipedia.org/wiki/Savannah,_Georgia	32deg1'N	81deg7'W	http://www.savannahnow.com/	http://www.savannahnow.com/robots.txt	['http://www.savannahnow.com/section/google-news-sitemap', 'http://www.savannahnow.com/section/google-recent-sitemap-index', 'http://www.savannahnow.com/section/google-sitemap-index', 'http://www.savannahnow.com/section/google-gal-sitemap-index', 'http://www.savannahnow.com/section/google-zz-sitemap-index']	http://www.savannahnow.com/section/google-news-sitemap																																																																																																																																																																																																													
The Seattle Times	Seattle, Washington	Seattle	Washington	https://en.wikipedia.org/wiki/The_Seattle_Times	https://en.wikipedia.org/wiki/Seattle,_Washington	47deg36'35''N	122deg19'59''W	http://seattletimes.com	http://seattletimes.com/robots.txt	['https://www.seattletimes.com/?sitemap=true', 'https://s3-us-west-2.amazonaws.com/st-sitemaps-production/sitemaps/video/video-sitemap1.xml', 'https://s3-us-west-2.amazonaws.com/st-sitemaps-production/sitemaps/video/video-sitemap2.xml']				https://www.seattletimes.com/?sitemap=section&sec=seattle-news&smyear=%Y																																																																																																																																																																																																										
The Stranger (newspaper)	Seattle, Washington	Seattle	Washington	https://en.wikipedia.org/wiki/The_Stranger_(newspaper)	https://en.wikipedia.org/wiki/Seattle,_Washington	47deg36'35''N	122deg19'59''W	http://www.thestranger.com	http://www.thestranger.com/robots.txt	[]																																																																																																																																																																																																														
The Times	Shreveport, Louisiana	Shreveport	Louisiana	https://en.wikipedia.org/wiki/The_Times_(Shreveport)	https://en.wikipedia.org/wiki/Shreveport,_Louisiana	32deg30'53''N	93deg44'50''W	http://www.shreveporttimes.com/	http://www.shreveporttimes.com/robots.txt	['https://www.shreveporttimes.com/news-sitemap.xml', 'https://www.shreveporttimes.com/web-sitemap-index.xml', 'https://www.shreveporttimes.com/video-sitemap-index.xml']	https://www.shreveporttimes.com/news-sitemap.xml																																																																																																																																																																																																													
The Argus Leader	Sioux Falls, South Dakota	Sioux Falls	South Dakota	https://en.wikipedia.org/wiki/The_Argus_Leader	https://en.wikipedia.org/wiki/Sioux_Falls,_South_Dakota	43deg32'11''N	96deg43'54''W	http://argusleader.com	http://argusleader.com/robots.txt	['https://www.argusleader.com/news-sitemap.xml', 'https://www.argusleader.com/web-sitemap-index.xml', 'https://www.argusleader.com/video-sitemap-index.xml']	https://www.argusleader.com/news-sitemap.xml																																																																																																																																																																																																													
The Spokesman-Review	Spokane, Washington	Spokane	Washington	https://en.wikipedia.org/wiki/The_Spokesman-Review	https://en.wikipedia.org/wiki/Spokane,_Washington	47deg39'32''N	117deg25'30''W	http://spokesman.com/	http://spokesman.com/robots.txt	[]																																																																																																																																																																																																														
Inlander	Spokane, Washington	Spokane	Washington	https://en.wikipedia.org/wiki/Inlander_(newspaper)	https://en.wikipedia.org/wiki/Spokane,_Washington	47deg39'32''N	117deg25'30''W	http://www.inlander.com/	http://www.inlander.com/robots.txt	['https://www.inlander.com/spokane/Sitemap.xml']	https://www.inlander.com/spokane/Sitemap.xml?id=News																																																																																																																																																																																																													
Tallahassee Democrat	Tallahassee, Florida	Tallahassee	Florida	https://en.wikipedia.org/wiki/Tallahassee_Democrat	https://en.wikipedia.org/wiki/Tallahassee,_Florida	30deg27'18''N	84deg15'12''W	/wiki/MMAjunkie.com		[]																																																																																																																																																																																																														
Tampa Bay Times	Tampa, Florida	Tampa	Florida	https://en.wikipedia.org/wiki/Tampa_Bay_Times	https://en.wikipedia.org/wiki/Tampa,_Florida	27deg58'05''N	82deg28'35''W	http://tampabay.com	http://tampabay.com/robots.txt	[]																																																																																																																																																																																																														
The Blade	Toledo, Ohio	Toledo	Ohio	https://en.wikipedia.org/wiki/The_Blade_(Toledo)	https://en.wikipedia.org/wiki/Toledo,_Ohio	41deg39'56''N	83deg34'31''W	http://toledoblade.com/	http://toledoblade.com/robots.txt	[]																																																																																																																																																																																																														
Toledo City Paper	Toledo, Ohio	Toledo	Ohio	https://en.wikipedia.org/wiki/Toledo_City_Paper	https://en.wikipedia.org/wiki/Toledo,_Ohio	41deg39'56''N	83deg34'31''W			[]																																																																																																																																																																																																														
Arizona Daily Star	Tucson, Arizona	Tucson	Arizona	https://en.wikipedia.org/wiki/Arizona_Daily_Star	https://en.wikipedia.org/wiki/Tucson,_Arizona	32deg13'18''N	110deg55'35''W	http://www.tucson.com/	http://www.tucson.com/robots.txt	['https://tucson.com/sitemap.xml']																																																																																																																																																																																																														
Tulsa Beacon	Tulsa, Oklahoma	Tulsa	Oklahoma	https://en.wikipedia.org/wiki/Tulsa_Beacon	https://en.wikipedia.org/wiki/Tulsa,_Oklahoma	36deg07'53''N	95deg56'14''W			[]																																																																																																																																																																																																														
Tulsa World	Tulsa, Oklahoma	Tulsa	Oklahoma	https://en.wikipedia.org/wiki/Tulsa_World	https://en.wikipedia.org/wiki/Tulsa,_Oklahoma	36deg07'53''N	95deg56'14''W	http://tulsaworld.com/	http://tulsaworld.com/robots.txt	['https://www.tulsaworld.com/sitemap.xml']																																																																																																																																																																																																														
Washington City Paper	Washington, D.C.	Washington	D.C.	https://en.wikipedia.org/wiki/Washington_City_Paper	https://en.wikipedia.org/wiki/Washington,_D.C.	38deg54'17''N	77deg00'59''W	http://washingtoncitypaper.com/	http://washingtoncitypaper.com/robots.txt	['https://www.washingtoncitypaper.com/sitemap.xml', 'https://www.washingtoncitypaper.com/sitemap-google-news.xml']																																																																																																																																																																																																														
The Washington Post	Washington, D.C.	Washington	D.C.	https://en.wikipedia.org/wiki/The_Washington_Post	https://en.wikipedia.org/wiki/Washington,_D.C.	38deg54'17''N	77deg00'59''W	https://washingtonpost.com	https://washingtonpost.com/robots.txt	['https://www.washingtonpost.com/arcio/sitemap/master/index/', 'https://www.washingtonpost.com/arcio/news-sitemap/']																																																																																																																																																																																																														
The Washington Times	Washington, D.C.	Washington	D.C.	https://en.wikipedia.org/wiki/The_Washington_Times	https://en.wikipedia.org/wiki/Washington,_D.C.	38deg54'17''N	77deg00'59''W	http://www.washingtontimes.com/	http://www.washingtontimes.com/robots.txt	['https://www.washingtontimes.com/sitemap_index.xml', 'https://www.washingtontimes.com/sitemap-stories.xml', 'https://www.washingtontimes.com/sitemap-entries.xml']																																																																																																																																																																																																														
The Wichita Eagle	Wichita, Kansas	Wichita	Kansas	https://en.wikipedia.org/wiki/The_Wichita_Eagle	https://en.wikipedia.org/wiki/Wichita,_Kansas	37deg41'20''N	97deg20'10''W	http://www.kansas.com	http://www.kansas.com/robots.txt	['https://www.kansas.com/sitemap/story/update.xml', 'https://www.kansas.com/sitemap/story/archive.xml', 'https://www.kansas.com/sitemap/story/googlenews.xml', 'https://www.kansas.com/sitemap/blogpost/update.xml', 'https://www.kansas.com/sitemap/blogpost/archive.xml', 'https://www.kansas.com/sitemap/blogpost/googlenews.xml', 'https://www.kansas.com/sitemap/video/update.xml', 'https://www.kansas.com/sitemap/video/archive.xml', 'https://www.kansas.com/sitemap/update/sections.xml', 'https://www.kansas.com/sitemap/archive/sections.xml']																																																																																																																																																																																																														
Star-News	Wilmington, North Carolina	Wilmington	North Carolina	https://en.wikipedia.org/wiki/Star-News	https://en.wikipedia.org/wiki/Wilmington,_North_Carolina	34deg13'24''N	77deg54'44''W	http://www.starnewsonline.com	http://www.starnewsonline.com/robots.txt	['http://www.starnewsonline.com/section/google-news-sitemap', 'http://www.starnewsonline.com/section/google-recent-sitemap-index', 'http://www.starnewsonline.com/section/google-sitemap-index', 'http://www.starnewsonline.com/section/google-gal-sitemap-index', 'http://www.starnewsonline.com/section/google-zz-sitemap-index']																																																																																																																																																																																																														
Winston-Salem Journal	Winston-Salem, North Carolina	Winston-Salem	North Carolina	https://en.wikipedia.org/wiki/Winston-Salem_Journal	https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina	36deg6'9.95''N	80deg15'37.77''W	http://journalnow.com	http://journalnow.com/robots.txt	['https://www.journalnow.com/sitemap.xml']																																																																																																																																																																																																														
Winston-Salem Chronicle	Winston-Salem, North Carolina	Winston-Salem	North Carolina	https://en.wikipedia.org/wiki/Winston-Salem_Chronicle	https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina	36deg6'9.95''N	80deg15'37.77''W			[]																																																																																																																																																																																																														
Telegram & Gazette	Worcester, Massachusetts	Worcester	Massachusetts	https://en.wikipedia.org/wiki/Telegram_%26_Gazette	https://en.wikipedia.org/wiki/Worcester,_Massachusetts	42deg16'17''N	71deg47'56''W	http://www.telegram.com	http://www.telegram.com/robots.txt	['http://www.telegram.com/section/google-news-sitemap', 'http://www.telegram.com/section/google-recent-sitemap-index', 'http://www.telegram.com/section/google-sitemap-index', 'http://www.telegram.com/section/google-gal-sitemap-index', 'http://www.telegram.com/section/google-zz-sitemap-index']																																																																																																																																																																																																														
San Francisco Chronicle	San Francisco, CA	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	http://sfchronicle.com/			https://www.sfchronicle.com/sitemap/news/local.xml																																																																																																																																																																																																													
San Francisco Examiner	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	http://sfexaminer.com/			https://www.sfexaminer.com/sitemap-news.xml																																																																																																																																																																																																													
Berkeley News	Berkeley, California	Berkeley	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	http://news.berkeley.edu			https://news.berkeley.edu/sitemap-4.xml																																																																																																																																																																																																													
East Bay Times	Oakland, California	Oakland	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	http://eastbaytimes.com/							https://www.eastbaytimes.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
San Francisco Gate	San Francisco	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.sfgate.com/			https://www.sfgate.com/sitemap/news/local.xml																																																																																																																																																																																																													
San Mateo Daily Journal	San Mateo, California	San Mateo	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.smdailyjournal.com/			https://www.smdailyjournal.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Napa Valley Register	Napa Valley, California	Napa Valley	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://napavalleyregister.com/			https://napavalleyregister.com/tncms/sitemap/news.xml																																																																																																																																																																																																													
Monterey Herald	Monterey, California	Monterey	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.montereyherald.com/							https://www.montereyherald.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
Davis Enterprise	Davis, California	Davis	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.davisenterprise.com/							https://www.davisenterprise.com/sitemap.xml?yyyy=2020&mm=04&dd=28																																																																																																																																																																																																									
Marin Independent Journal	Marin, California	Marin	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.marinij.com/							https://www.marinij.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
Santa Rosa Press-Democrat	Santa Rosa, California	Santa Rosa	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.pressdemocrat.com/			https://www.pressdemocrat.com/sitemap-news.xml																																																																																																																																																																																																													
48 Hills	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://48hills.org/			https://48hills.org/post-sitemap4.xml																																																																																																																																																																																																													
Sonoma Index-Tribune	Sonoma, California	Sonoma	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.sonomanews.com/			https://www.sonomanews.com/sitemap-news.xml																																																																																																																																																																																																													
Vallejo Times-Herald	Vallejo, California	Vallejo	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.timesheraldonline.com/							https://www.timesheraldonline.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
Stockton Record	Stockton, California	Stockton	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.recordnet.com/			https://www.recordnet.com/section/google-recent-sitemap																																																																																																																																																																																																													
East Bay Express	Oakland, California	Oakland	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.eastbayexpress.com/			https://www.eastbayexpress.com/oakland/Sitemap.xml?id=News																																																																																																																																																																																																													
San Francisco Weekly	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.sfweekly.com/			https://www.sfweekly.com/news-sitemap.xml																																																																																																																																																																																																													
ABC7, San Francisco	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://abc7news.com/			https://abc7news.com/sitemap/news.xml																																																																																																																																																																																																													
KRON4, San Francisco	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://kron4.com			https://www.kron4.com/news-sitemap.xml																																																																																																																																																																																																													
NBC Bay Area	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.nbcbayarea.com/			https://www.nbcbayarea.com/sitemap-news.xml?most_recent=y																																																																																																																																																																																																													
CBS San Francisco	San Francisco, California	San Francisco	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://sanfrancisco.cbslocal.com/			https://sanfrancisco.cbslocal.com/news-sitemap.xml																																																																																																																																																																																																													
Santa Cruz Sentinel	Santa Cruz, California	Santa Cruz	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	https://www.santacruzsentinel.com/							https://www.santacruzsentinel.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																																																																																																																																																																																									
Metro News, Silicon Valley	San Jose, California	San Jose	California					http://www.metrosiliconvalley.com/			http://www.metrosiliconvalley.com/sitemap-posttype-post.2020.xml				https://www.dailybreeze.com/sitemap.xml?yyyy=%Y&mm=%m&dd=%d																																													Good Times Santa Cruz	Santa Cruz, California	Santa Cruz	California	https://en.wikipedia.org/wiki/San_Jose_Mercury_News	https://en.wikipedia.org/wiki/San_Francisco,_California	37deg46'39''N	122deg24'59''W	http://goodtimes.sc/			http://goodtimes.sc/post-sitemap11.xml																																																																																																																																																	
Los Angeles Daily News	Los Angeles, California	Los Angeles	California					https://www.dailynews.com/sitemap.xml?yyyy=2020&mm=04&dd=28			https://www.dailynews.com/sitemap.xml?yyyy=2020&mm=04&dd=28																																																																																																																																																																																																										Daily Breeze	Torrance, California	Torrance	California
